年月,地區,產業別,職業類別,信用卡交易筆數,信用卡交易金額[新台幣]
201401,09007000,住,軍警人員一,16,33800
201401,09007000,住,軍警人員二,1,6000
201401,09007000,住,其他公共行政類,19,43200
201401,09007000,住,教育類,13,28860
201401,09007000,住,工商及服務類,25,96700
201401,09007000,住,專業及技術服務類,21,75150
201401,09007000,住,其他,9,27800
201402,09007000,住,軍警人員一,11,27000
201402,09007000,住,軍警人員二,0,0
201402,09007000,住,其他公共行政類,51,114260
201402,09007000,住,教育類,8,14700
201402,09007000,住,工商及服務類,43,129740
201402,09007000,住,專業及技術服務類,15,56700
201402,09007000,住,其他,14,38390
201403,09007000,住,軍警人員一,26,54900
201403,09007000,住,軍警人員二,0,0
201403,09007000,住,其他公共行政類,41,88141
201403,09007000,住,教育類,8,24600
201403,09007000,住,工商及服務類,50,141995
201403,09007000,住,專業及技術服務類,22,58300
201403,09007000,住,其他,16,50100
201404,09007000,住,軍警人員一,28,66100
201404,09007000,住,軍警人員二,4,5400
201404,09007000,住,其他公共行政類,66,181056
201404,09007000,住,教育類,8,20000
201404,09007000,住,工商及服務類,48,153700
201404,09007000,住,專業及技術服務類,23,56950
201404,09007000,住,其他,29,75850
201405,09007000,住,軍警人員一,25,44400
201405,09007000,住,軍警人員二,5,10500
201405,09007000,住,其他公共行政類,94,200113
201405,09007000,住,教育類,15,57760
201405,09007000,住,工商及服務類,72,184650
201405,09007000,住,專業及技術服務類,29,82050
201405,09007000,住,其他,25,60180
201406,09007000,住,軍警人員一,34,117654
201406,09007000,住,軍警人員二,2,2800
201406,09007000,住,其他公共行政類,124,301320
201406,09007000,住,教育類,27,57775
201406,09007000,住,工商及服務類,103,339428
201406,09007000,住,專業及技術服務類,33,88100
201406,09007000,住,其他,44,127000
201407,09007000,住,軍警人員一,20,47500
201407,09007000,住,軍警人員二,6,20700
201407,09007000,住,其他公共行政類,103,290085
201407,09007000,住,教育類,41,135590
201407,09007000,住,工商及服務類,74,285900
201407,09007000,住,專業及技術服務類,23,68000
201407,09007000,住,其他,37,99881
201408,09007000,住,軍警人員一,64,142970
201408,09007000,住,軍警人員二,6,11700
201408,09007000,住,其他公共行政類,91,288950
201408,09007000,住,教育類,17,49600
201408,09007000,住,工商及服務類,51,159520
201408,09007000,住,專業及技術服務類,19,50660
201408,09007000,住,其他,27,104600
201409,09007000,住,軍警人員一,17,43050
201409,09007000,住,軍警人員二,1,1400
201409,09007000,住,其他公共行政類,80,189860
201409,09007000,住,教育類,9,20700
201409,09007000,住,工商及服務類,68,259300
201409,09007000,住,專業及技術服務類,23,71260
201409,09007000,住,其他,38,105180
201410,09007000,住,軍警人員一,50,119650
201410,09007000,住,軍警人員二,1,1400
201410,09007000,住,其他公共行政類,101,317700
201410,09007000,住,教育類,13,42700
201410,09007000,住,工商及服務類,63,237000
201410,09007000,住,專業及技術服務類,28,87500
201410,09007000,住,其他,26,65000
201411,09007000,住,軍警人員一,24,139600
201411,09007000,住,軍警人員二,2,3200
201411,09007000,住,其他公共行政類,92,275300
201411,09007000,住,教育類,14,40100
201411,09007000,住,工商及服務類,65,199594
201411,09007000,住,專業及技術服務類,16,51810
201411,09007000,住,其他,21,76500
201412,09007000,住,軍警人員一,15,51050
201412,09007000,住,軍警人員二,0,0
201412,09007000,住,其他公共行政類,62,196800
201412,09007000,住,教育類,8,32500
201412,09007000,住,工商及服務類,38,93500
201412,09007000,住,專業及技術服務類,14,56200
201412,09007000,住,其他,9,21800
201501,09007000,住,軍警人員一,14,29100
201501,09007000,住,軍警人員二,0,0
201501,09007000,住,其他公共行政類,38,73800
201501,09007000,住,教育類,15,47700
201501,09007000,住,工商及服務類,52,142851
201501,09007000,住,專業及技術服務類,20,74580
201501,09007000,住,其他,11,70030
201502,09007000,住,軍警人員一,12,28900
201502,09007000,住,軍警人員二,1,1800
201502,09007000,住,其他公共行政類,21,59619
201502,09007000,住,教育類,2,3200
201502,09007000,住,工商及服務類,41,129760
201502,09007000,住,專業及技術服務類,19,75260
201502,09007000,住,其他,9,28400
201503,09007000,住,軍警人員一,19,67500
201503,09007000,住,軍警人員二,1,1600
201503,09007000,住,其他公共行政類,48,141600
201503,09007000,住,教育類,13,23000
201503,09007000,住,工商及服務類,36,151900
201503,09007000,住,專業及技術服務類,19,75790
201503,09007000,住,其他,12,32750
201504,09007000,住,軍警人員一,23,47302
201504,09007000,住,軍警人員二,3,8600
201504,09007000,住,其他公共行政類,112,287350
201504,09007000,住,教育類,30,65484
201504,09007000,住,工商及服務類,110,338330
201504,09007000,住,專業及技術服務類,34,122550
201504,09007000,住,其他,32,82610
201505,09007000,住,軍警人員一,54,132500
201505,09007000,住,軍警人員二,10,17400
201505,09007000,住,其他公共行政類,192,496044
201505,09007000,住,教育類,24,57000
201505,09007000,住,工商及服務類,153,419506
201505,09007000,住,專業及技術服務類,48,120910
201505,09007000,住,其他,61,202159
201506,09007000,住,軍警人員一,101,273630
201506,09007000,住,軍警人員二,5,43200
201506,09007000,住,其他公共行政類,199,576950
201506,09007000,住,教育類,37,91000
201506,09007000,住,工商及服務類,124,324990
201506,09007000,住,專業及技術服務類,53,167032
201506,09007000,住,其他,60,177243
201507,09007000,住,軍警人員一,85,261500
201507,09007000,住,軍警人員二,13,39200
201507,09007000,住,其他公共行政類,148,434912
201507,09007000,住,教育類,32,103130
201507,09007000,住,工商及服務類,113,343760
201507,09007000,住,專業及技術服務類,36,89980
201507,09007000,住,其他,58,171650
201508,09007000,住,軍警人員一,54,186420
201508,09007000,住,軍警人員二,2,3400
201508,09007000,住,其他公共行政類,131,371668
201508,09007000,住,教育類,36,136190
201508,09007000,住,工商及服務類,89,279222
201508,09007000,住,專業及技術服務類,49,165050
201508,09007000,住,其他,49,154322
201509,09007000,住,軍警人員一,45,92700
201509,09007000,住,軍警人員二,1,1800
201509,09007000,住,其他公共行政類,163,472880
201509,09007000,住,教育類,30,80600
201509,09007000,住,工商及服務類,158,480688
201509,09007000,住,專業及技術服務類,28,73960
201509,09007000,住,其他,50,112031
201510,09007000,住,軍警人員一,54,113500
201510,09007000,住,軍警人員二,4,26170
201510,09007000,住,其他公共行政類,164,381217
201510,09007000,住,教育類,31,121060
201510,09007000,住,工商及服務類,110,339792
201510,09007000,住,專業及技術服務類,39,132980
201510,09007000,住,其他,50,156325
201511,09007000,住,軍警人員一,67,228000
