年月,地區,產業別,職業類別,信用卡交易筆數,信用卡交易金額[新台幣]
201401,64000000,文教康樂,軍警人員一,4235,20399183
201401,64000000,文教康樂,軍警人員二,1044,4437835
201401,64000000,文教康樂,其他公共行政類,21248,107276717
201401,64000000,文教康樂,教育類,24232,113037508
201401,64000000,文教康樂,工商及服務類,121868,711506503
201401,64000000,文教康樂,專業及技術服務類,40260,237870141
201401,64000000,文教康樂,其他,43904,262503316
201402,64000000,文教康樂,軍警人員一,4641,18346560
201402,64000000,文教康樂,軍警人員二,1119,4898213
201402,64000000,文教康樂,其他公共行政類,21371,108125584
201402,64000000,文教康樂,教育類,22719,94623437
201402,64000000,文教康樂,工商及服務類,132703,734957817
201402,64000000,文教康樂,專業及技術服務類,42410,224558599
201402,64000000,文教康樂,其他,47103,266755447
201403,64000000,文教康樂,軍警人員一,4818,18871434
201403,64000000,文教康樂,軍警人員二,1098,4061184
201403,64000000,文教康樂,其他公共行政類,19487,105832186
201403,64000000,文教康樂,教育類,21901,94208630
201403,64000000,文教康樂,工商及服務類,133497,735860272
201403,64000000,文教康樂,專業及技術服務類,43606,244688185
201403,64000000,文教康樂,其他,45700,284371082
201404,64000000,文教康樂,軍警人員一,4569,17350737
201404,64000000,文教康樂,軍警人員二,1018,3985799
201404,64000000,文教康樂,其他公共行政類,18154,102903847
201404,64000000,文教康樂,教育類,20895,95846224
201404,64000000,文教康樂,工商及服務類,124649,755534538
201404,64000000,文教康樂,專業及技術服務類,42569,253728951
201404,64000000,文教康樂,其他,44430,307089414
201405,64000000,文教康樂,軍警人員一,4814,20212137
201405,64000000,文教康樂,軍警人員二,1149,5103577
201405,64000000,文教康樂,其他公共行政類,19192,120370768
201405,64000000,文教康樂,教育類,21916,117932515
201405,64000000,文教康樂,工商及服務類,130919,819264803
201405,64000000,文教康樂,專業及技術服務類,45698,271709885
201405,64000000,文教康樂,其他,47559,336349726
201406,64000000,文教康樂,軍警人員一,4271,19869876
201406,64000000,文教康樂,軍警人員二,972,5617949
201406,64000000,文教康樂,其他公共行政類,17634,123514193
201406,64000000,文教康樂,教育類,21021,140260902
201406,64000000,文教康樂,工商及服務類,114150,758965081
201406,64000000,文教康樂,專業及技術服務類,43134,270379972
201406,64000000,文教康樂,其他,45644,327805852
201407,64000000,文教康樂,軍警人員一,4263,21600571
201407,64000000,文教康樂,軍警人員二,973,4311706
201407,64000000,文教康樂,其他公共行政類,20468,127876747
201407,64000000,文教康樂,教育類,24135,150265406
201407,64000000,文教康樂,工商及服務類,120177,763354350
201407,64000000,文教康樂,專業及技術服務類,45611,262998039
201407,64000000,文教康樂,其他,48768,319755319
201408,64000000,文教康樂,軍警人員一,4845,20731317
201408,64000000,文教康樂,軍警人員二,1043,5579879
201408,64000000,文教康樂,其他公共行政類,20888,112476470
201408,64000000,文教康樂,教育類,23913,116390869
201408,64000000,文教康樂,工商及服務類,128143,758369343
201408,64000000,文教康樂,專業及技術服務類,48784,257804278
201408,64000000,文教康樂,其他,52476,317695923
201409,64000000,文教康樂,軍警人員一,3986,19666226
201409,64000000,文教康樂,軍警人員二,863,4677422
201409,64000000,文教康樂,其他公共行政類,17950,110391392
201409,64000000,文教康樂,教育類,19788,94542719
201409,64000000,文教康樂,工商及服務類,119180,836889820
201409,64000000,文教康樂,專業及技術服務類,45217,272577236
201409,64000000,文教康樂,其他,47940,339940854
201410,64000000,文教康樂,軍警人員一,4291,20386223
201410,64000000,文教康樂,軍警人員二,881,3670331
201410,64000000,文教康樂,其他公共行政類,18520,105736950
201410,64000000,文教康樂,教育類,20652,91714876
201410,64000000,文教康樂,工商及服務類,120815,782484866
201410,64000000,文教康樂,專業及技術服務類,46306,270285185
201410,64000000,文教康樂,其他,47694,310484953
201411,64000000,文教康樂,軍警人員一,4253,19130623
201411,64000000,文教康樂,軍警人員二,828,3539172
201411,64000000,文教康樂,其他公共行政類,16687,84927793
201411,64000000,文教康樂,教育類,19198,83074902
201411,64000000,文教康樂,工商及服務類,115508,699864592
201411,64000000,文教康樂,專業及技術服務類,44160,247189928
201411,64000000,文教康樂,其他,44986,272238512
201412,64000000,文教康樂,軍警人員一,4539,23817691
201412,64000000,文教康樂,軍警人員二,954,4199760
201412,64000000,文教康樂,其他公共行政類,17610,91405521
201412,64000000,文教康樂,教育類,21514,91413348
201412,64000000,文教康樂,工商及服務類,128603,754451876
201412,64000000,文教康樂,專業及技術服務類,52098,263993439
201412,64000000,文教康樂,其他,49366,283915100
201501,64000000,文教康樂,軍警人員一,4801,25437381
201501,64000000,文教康樂,軍警人員二,913,4153615
201501,64000000,文教康樂,其他公共行政類,21242,114299239
201501,64000000,文教康樂,教育類,23462,123065936
201501,64000000,文教康樂,工商及服務類,124729,737278571
201501,64000000,文教康樂,專業及技術服務類,48502,253162121
201501,64000000,文教康樂,其他,49618,284251617
201502,64000000,文教康樂,軍警人員一,4621,20812499
201502,64000000,文教康樂,軍警人員二,967,5110262
201502,64000000,文教康樂,其他公共行政類,23355,120287986
201502,64000000,文教康樂,教育類,24383,117058178
201502,64000000,文教康樂,工商及服務類,127991,771352354
201502,64000000,文教康樂,專業及技術服務類,48779,267925739
201502,64000000,文教康樂,其他,52244,308226684
201503,64000000,文教康樂,軍警人員一,4404,27741482
201503,64000000,文教康樂,軍警人員二,911,5787268
201503,64000000,文教康樂,其他公共行政類,19472,123366015
201503,64000000,文教康樂,教育類,21899,121784568
201503,64000000,文教康樂,工商及服務類,128880,871875139
201503,64000000,文教康樂,專業及技術服務類,50034,297263290
201503,64000000,文教康樂,其他,52053,362219865
201504,64000000,文教康樂,軍警人員一,4840,21798110
201504,64000000,文教康樂,軍警人員二,891,5269144
201504,64000000,文教康樂,其他公共行政類,20258,113760038
201504,64000000,文教康樂,教育類,21715,108513364
201504,64000000,文教康樂,工商及服務類,132059,857169441
201504,64000000,文教康樂,專業及技術服務類,50985,295839026
201504,64000000,文教康樂,其他,53001,358056985
201505,64000000,文教康樂,軍警人員一,4530,21902140
201505,64000000,文教康樂,軍警人員二,929,5508026
201505,64000000,文教康樂,其他公共行政類,19857,126963391
201505,64000000,文教康樂,教育類,21810,120643388
201505,64000000,文教康樂,工商及服務類,129580,887075729
201505,64000000,文教康樂,專業及技術服務類,50161,307316098
201505,64000000,文教康樂,其他,51649,377077621
201506,64000000,文教康樂,軍警人員一,4821,24253916
201506,64000000,文教康樂,軍警人員二,975,5409275
201506,64000000,文教康樂,其他公共行政類,21222,129716281
201506,64000000,文教康樂,教育類,23412,146648232
201506,64000000,文教康樂,工商及服務類,136425,867237529
201506,64000000,文教康樂,專業及技術服務類,53795,296854396
201506,64000000,文教康樂,其他,55355,380506344
201507,64000000,文教康樂,軍警人員一,4960,23343306
201507,64000000,文教康樂,軍警人員二,1008,4254443
201507,64000000,文教康樂,其他公共行政類,24096,142273295
201507,64000000,文教康樂,教育類,27116,160596074
201507,64000000,文教康樂,工商及服務類,141104,846783867
201507,64000000,文教康樂,專業及技術服務類,55024,294216367
201507,64000000,文教康樂,其他,58056,357248643
201508,64000000,文教康樂,軍警人員一,5070,21785030
201508,64000000,文教康樂,軍警人員二,1069,6109875
201508,64000000,文教康樂,其他公共行政類,24067,126393139
201508,64000000,文教康樂,教育類,26803,125566429
201508,64000000,文教康樂,工商及服務類,145973,823395824
201508,64000000,文教康樂,專業及技術服務類,57732,296125370
201508,64000000,文教康樂,其他,59874,347124700
201509,64000000,文教康樂,軍警人員一,4980,23333635
201509,64000000,文教康樂,軍警人員二,984,3746506
201509,64000000,文教康樂,其他公共行政類,21651,116934449
201509,64000000,文教康樂,教育類,23745,108894722
201509,64000000,文教康樂,工商及服務類,145824,855015051
201509,64000000,文教康樂,專業及技術服務類,56485,295710166
201509,64000000,文教康樂,其他,58111,361763219
201510,64000000,文教康樂,軍警人員一,5285,23499030
201510,64000000,文教康樂,軍警人員二,1050,4751868
201510,64000000,文教康樂,其他公共行政類,22015,117618358
201510,64000000,文教康樂,教育類,24955,105660585
