年月,地區,產業別,職業類別,信用卡交易筆數,信用卡交易金額[新台幣]
201401,10002000,行,軍警人員一,3322,3678547
201401,10002000,行,軍警人員二,675,679359
201401,10002000,行,其他公共行政類,22713,23986350
201401,10002000,行,教育類,11129,11160121
201401,10002000,行,工商及服務類,90830,118746452
201401,10002000,行,專業及技術服務類,30867,38107758
201401,10002000,行,其他,35155,44026818
201402,10002000,行,軍警人員一,3318,3689092
201402,10002000,行,軍警人員二,686,686055
201402,10002000,行,其他公共行政類,21241,22026690
201402,10002000,行,教育類,10110,10220036
201402,10002000,行,工商及服務類,90167,114426962
201402,10002000,行,專業及技術服務類,30171,35884321
201402,10002000,行,其他,34160,41588177
201403,10002000,行,軍警人員一,3403,3762608
201403,10002000,行,軍警人員二,711,714995
201403,10002000,行,其他公共行政類,22035,22915403
201403,10002000,行,教育類,10364,10316956
201403,10002000,行,工商及服務類,90923,118248170
201403,10002000,行,專業及技術服務類,30819,37844669
201403,10002000,行,其他,35048,43778793
201404,10002000,行,軍警人員一,3348,3454849
201404,10002000,行,軍警人員二,669,680769
201404,10002000,行,其他公共行政類,21059,21369922
201404,10002000,行,教育類,10299,10042748
201404,10002000,行,工商及服務類,85552,111389127
201404,10002000,行,專業及技術服務類,29777,36178049
201404,10002000,行,其他,33929,41605149
201405,10002000,行,軍警人員一,3604,3973271
201405,10002000,行,軍警人員二,692,684055
201405,10002000,行,其他公共行政類,22628,23582534
201405,10002000,行,教育類,10650,10755753
201405,10002000,行,工商及服務類,90026,116953634
201405,10002000,行,專業及技術服務類,31905,38571627
201405,10002000,行,其他,35254,43942478
201406,10002000,行,軍警人員一,3760,3998437
201406,10002000,行,軍警人員二,726,712929
201406,10002000,行,其他公共行政類,22666,23753246
201406,10002000,行,教育類,11037,10954019
201406,10002000,行,工商及服務類,93643,121269444
201406,10002000,行,專業及技術服務類,33342,40524787
201406,10002000,行,其他,36751,44995462
201407,10002000,行,軍警人員一,4091,4346993
201407,10002000,行,軍警人員二,862,861865
201407,10002000,行,其他公共行政類,26611,28083149
201407,10002000,行,教育類,13368,14193217
