年月,地區,產業別,職業類別,信用卡交易筆數,信用卡交易金額[新台幣]
201401,09007000,行,軍警人員一,54,108835
201401,09007000,行,軍警人員二,9,20326
201401,09007000,行,其他公共行政類,185,379813
201401,09007000,行,教育類,34,71820
201401,09007000,行,工商及服務類,182,404273
201401,09007000,行,專業及技術服務類,43,82382
201401,09007000,行,其他,84,165447
201402,09007000,行,軍警人員一,68,126897
201402,09007000,行,軍警人員二,8,13003
201402,09007000,行,其他公共行政類,196,554812
201402,09007000,行,教育類,40,85257
201402,09007000,行,工商及服務類,201,443840
201402,09007000,行,專業及技術服務類,57,131231
201402,09007000,行,其他,74,133489
201403,09007000,行,軍警人員一,93,169602
201403,09007000,行,軍警人員二,9,16870
201403,09007000,行,其他公共行政類,221,410963
201403,09007000,行,教育類,50,481528
201403,09007000,行,工商及服務類,246,657958
201403,09007000,行,專業及技術服務類,76,217401
201403,09007000,行,其他,124,268342
201404,09007000,行,軍警人員一,74,127381
201404,09007000,行,軍警人員二,7,20111
201404,09007000,行,其他公共行政類,238,758308
201404,09007000,行,教育類,49,203519
201404,09007000,行,工商及服務類,266,938660
201404,09007000,行,專業及技術服務類,69,254289
201404,09007000,行,其他,125,385352
201405,09007000,行,軍警人員一,80,152100
201405,09007000,行,軍警人員二,22,42558
201405,09007000,行,其他公共行政類,287,673179
201405,09007000,行,教育類,63,174026
201405,09007000,行,工商及服務類,382,1558457
201405,09007000,行,專業及技術服務類,99,342270
201405,09007000,行,其他,136,340332
201406,09007000,行,軍警人員一,88,152985
201406,09007000,行,軍警人員二,11,17870
201406,09007000,行,其他公共行政類,291,735186
201406,09007000,行,教育類,55,193254
201406,09007000,行,工商及服務類,366,1285700
201406,09007000,行,專業及技術服務類,107,324966
201406,09007000,行,其他,156,573302
201407,09007000,行,軍警人員一,74,151334
201407,09007000,行,軍警人員二,14,65957
201407,09007000,行,其他公共行政類,245,825289
201407,09007000,行,教育類,46,83737
201407,09007000,行,工商及服務類,325,1138823
201407,09007000,行,專業及技術服務類,66,165224
201407,09007000,行,其他,125,365589
201408,09007000,行,軍警人員一,65,109993
201408,09007000,行,軍警人員二,16,31722
201408,09007000,行,其他公共行政類,221,821997
201408,09007000,行,教育類,38,55522
201408,09007000,行,工商及服務類,284,855128
201408,09007000,行,專業及技術服務類,63,148236
201408,09007000,行,其他,106,217351
201409,09007000,行,軍警人員一,56,115272
201409,09007000,行,軍警人員二,9,17006
201409,09007000,行,其他公共行政類,205,528385
201409,09007000,行,教育類,26,61220
201409,09007000,行,工商及服務類,284,899341
201409,09007000,行,專業及技術服務類,68,148325
201409,09007000,行,其他,122,307521
201410,09007000,行,軍警人員一,56,119817
201410,09007000,行,軍警人員二,11,15438
201410,09007000,行,其他公共行政類,218,664696
201410,09007000,行,教育類,27,73671
201410,09007000,行,工商及服務類,230,555530
201410,09007000,行,專業及技術服務類,56,122048
201410,09007000,行,其他,91,207018
201411,09007000,行,軍警人員一,59,119050
201411,09007000,行,軍警人員二,9,24165
201411,09007000,行,其他公共行政類,205,512883
201411,09007000,行,教育類,24,52177
201411,09007000,行,工商及服務類,213,483684
201411,09007000,行,專業及技術服務類,56,138984
201411,09007000,行,其他,85,196382
201412,09007000,行,軍警人員一,53,98735
201412,09007000,行,軍警人員二,5,8122
201412,09007000,行,其他公共行政類,173,479792
201412,09007000,行,教育類,30,75531
201412,09007000,行,工商及服務類,172,411094
201412,09007000,行,專業及技術服務類,53,159515
201412,09007000,行,其他,71,123159
201501,09007000,行,軍警人員一,52,120683
201501,09007000,行,軍警人員二,4,8797
201501,09007000,行,其他公共行政類,126,298693
201501,09007000,行,教育類,37,70881
201501,09007000,行,工商及服務類,146,354088
201501,09007000,行,專業及技術服務類,50,162619
201501,09007000,行,其他,71,153864
201502,09007000,行,軍警人員一,45,82464
201502,09007000,行,軍警人員二,6,12957
201502,09007000,行,其他公共行政類,138,291566
201502,09007000,行,教育類,22,55138
201502,09007000,行,工商及服務類,207,530813
201502,09007000,行,專業及技術服務類,56,109554
201502,09007000,行,其他,74,148991
201503,09007000,行,軍警人員一,84,166161
201503,09007000,行,軍警人員二,5,7369
201503,09007000,行,其他公共行政類,206,559447
201503,09007000,行,教育類,42,82836
201503,09007000,行,工商及服務類,205,518744
201503,09007000,行,專業及技術服務類,71,128000
201503,09007000,行,其他,118,251708
201504,09007000,行,軍警人員一,74,127896
201504,09007000,行,軍警人員二,6,13627
201504,09007000,行,其他公共行政類,246,560041
201504,09007000,行,教育類,46,111102
201504,09007000,行,工商及服務類,287,987159
201504,09007000,行,專業及技術服務類,70,212864
201504,09007000,行,其他,116,235554
201505,09007000,行,軍警人員一,67,112059
201505,09007000,行,軍警人員二,8,13115
201505,09007000,行,其他公共行政類,290,784727
201505,09007000,行,教育類,57,139186
201505,09007000,行,工商及服務類,355,1180250
201505,09007000,行,專業及技術服務類,111,300954
201505,09007000,行,其他,157,445311
201506,09007000,行,軍警人員一,77,170786
201506,09007000,行,軍警人員二,5,9010
201506,09007000,行,其他公共行政類,299,855940
201506,09007000,行,教育類,54,116774
201506,09007000,行,工商及服務類,375,1225290
201506,09007000,行,專業及技術服務類,111,324554
201506,09007000,行,其他,173,471759
201507,09007000,行,軍警人員一,73,153228
201507,09007000,行,軍警人員二,11,19882
201507,09007000,行,其他公共行政類,267,719496
201507,09007000,行,教育類,70,165539
201507,09007000,行,工商及服務類,249,884223
201507,09007000,行,專業及技術服務類,66,164852
201507,09007000,行,其他,123,404021
201508,09007000,行,軍警人員一,60,109198
201508,09007000,行,軍警人員二,8,12882
201508,09007000,行,其他公共行政類,198,589612
201508,09007000,行,教育類,38,79215
201508,09007000,行,工商及服務類,262,841712
201508,09007000,行,專業及技術服務類,73,225579
201508,09007000,行,其他,115,296651
201509,09007000,行,軍警人員一,58,92355
201509,09007000,行,軍警人員二,7,12824
201509,09007000,行,其他公共行政類,199,568968
201509,09007000,行,教育類,39,90752
201509,09007000,行,工商及服務類,272,874359
201509,09007000,行,專業及技術服務類,71,189359
201509,09007000,行,其他,89,190854
201510,09007000,行,軍警人員一,68,136548
201510,09007000,行,軍警人員二,9,13832
201510,09007000,行,其他公共行政類,187,407941
201510,09007000,行,教育類,50,123968
201510,09007000,行,工商及服務類,217,508327
201510,09007000,行,專業及技術服務類,64,194978
201510,09007000,行,其他,78,185764
201511,09007000,行,軍警人員一,86,140722
201511,09007000,行,軍警人員二,14,21424
201511,09007000,行,其他公共行政類,273,518034
201511,09007000,行,教育類,48,86685
