年月,地區,產業別,職業類別,信用卡交易筆數,信用卡交易金額[新台幣]
201401,66000000,文教康樂,軍警人員一,2275,16243244
201401,66000000,文教康樂,軍警人員二,393,1431551
201401,66000000,文教康樂,其他公共行政類,13658,71048919
201401,66000000,文教康樂,教育類,16385,71852314
201401,66000000,文教康樂,工商及服務類,97100,518376375
201401,66000000,文教康樂,專業及技術服務類,33617,169579015
201401,66000000,文教康樂,其他,34117,195255345
201402,66000000,文教康樂,軍警人員一,2174,10290725
201402,66000000,文教康樂,軍警人員二,388,1465362
201402,66000000,文教康樂,其他公共行政類,12227,51116046
201402,66000000,文教康樂,教育類,13935,48167821
201402,66000000,文教康樂,工商及服務類,89041,417303379
201402,66000000,文教康樂,專業及技術服務類,30986,136089121
201402,66000000,文教康樂,其他,31223,157373396
201403,66000000,文教康樂,軍警人員一,2294,12355839
201403,66000000,文教康樂,軍警人員二,416,1949449
201403,66000000,文教康樂,其他公共行政類,11728,55718604
201403,66000000,文教康樂,教育類,14297,57551822
201403,66000000,文教康樂,工商及服務類,93970,502698595
201403,66000000,文教康樂,專業及技術服務類,33344,160096260
201403,66000000,文教康樂,其他,33448,203660332
201404,66000000,文教康樂,軍警人員一,2300,13575643
201404,66000000,文教康樂,軍警人員二,397,2223017
201404,66000000,文教康樂,其他公共行政類,11765,63096928
201404,66000000,文教康樂,教育類,14174,58540411
201404,66000000,文教康樂,工商及服務類,89745,508471897
201404,66000000,文教康樂,專業及技術服務類,32013,155955976
201404,66000000,文教康樂,其他,32763,208974105
201405,66000000,文教康樂,軍警人員一,2289,15666226
201405,66000000,文教康樂,軍警人員二,410,1875167
201405,66000000,文教康樂,其他公共行政類,12012,68273159
201405,66000000,文教康樂,教育類,14775,67036539
201405,66000000,文教康樂,工商及服務類,94569,541009028
201405,66000000,文教康樂,專業及技術服務類,34070,180740073
201405,66000000,文教康樂,其他,34570,227191948
201406,66000000,文教康樂,軍警人員一,2378,17697116
201406,66000000,文教康樂,軍警人員二,439,1563915
201406,66000000,文教康樂,其他公共行政類,11926,69284731
201406,66000000,文教康樂,教育類,15558,80751010
201406,66000000,文教康樂,工商及服務類,95707,535017455
201406,66000000,文教康樂,專業及技術服務類,34922,181236863
201406,66000000,文教康樂,其他,34389,220366689
201407,66000000,文教康樂,軍警人員一,2636,17378167
201407,66000000,文教康樂,軍警人員二,489,2144703
201407,66000000,文教康樂,其他公共行政類,14938,79866036
201407,66000000,文教康樂,教育類,17938,92597749
201407,66000000,文教康樂,工商及服務類,102079,535109503
201407,66000000,文教康樂,專業及技術服務類,38362,187511089
201407,66000000,文教康樂,其他,37841,221096252
201408,66000000,文教康樂,軍警人員一,2698,16349207
201408,66000000,文教康樂,軍警人員二,544,2156058
201408,66000000,文教康樂,其他公共行政類,14117,65705352
201408,66000000,文教康樂,教育類,17002,71145464
201408,66000000,文教康樂,工商及服務類,101291,527174581
201408,66000000,文教康樂,專業及技術服務類,38071,182061095
201408,66000000,文教康樂,其他,38028,225837609
201409,66000000,文教康樂,軍警人員一,2245,13631549
201409,66000000,文教康樂,軍警人員二,381,1196962
201409,66000000,文教康樂,其他公共行政類,10764,55887813
201409,66000000,文教康樂,教育類,13553,51066544
201409,66000000,文教康樂,工商及服務類,87650,490165374
201409,66000000,文教康樂,專業及技術服務類,33214,160270465
201409,66000000,文教康樂,其他,33098,211908440
201410,66000000,文教康樂,軍警人員一,2388,15589625
201410,66000000,文教康樂,軍警人員二,386,1191001
201410,66000000,文教康樂,其他公共行政類,11697,59848645
201410,66000000,文教康樂,教育類,14653,61751962
201410,66000000,文教康樂,工商及服務類,92191,531329878
201410,66000000,文教康樂,專業及技術服務類,34468,170402197
201410,66000000,文教康樂,其他,34309,227662183
201411,66000000,文教康樂,軍警人員一,2458,13632340
201411,66000000,文教康樂,軍警人員二,394,1750973
201411,66000000,文教康樂,其他公共行政類,10927,53268338
201411,66000000,文教康樂,教育類,14173,55674352
201411,66000000,文教康樂,工商及服務類,89177,479260228
201411,66000000,文教康樂,專業及技術服務類,33310,161619493
201411,66000000,文教康樂,其他,32985,201466483
201412,66000000,文教康樂,軍警人員一,2588,16554260
201412,66000000,文教康樂,軍警人員二,438,1479039
201412,66000000,文教康樂,其他公共行政類,11484,56722716
201412,66000000,文教康樂,教育類,14534,57844209
201412,66000000,文教康樂,工商及服務類,93083,497608448
201412,66000000,文教康樂,專業及技術服務類,35308,174519628
