年月,地區,信用卡處理中心處理筆數,信用卡處理中心處理金額[新台幣]
201401,10018000,1604177,3675232024
201402,10018000,1521843,3111422920
201403,10018000,1635679,3250460401
201404,10018000,1563529,3374654856
201405,10018000,1635949,3548980919
201406,10018000,1701091,3571838035
201407,10018000,1769546,3663453920
201408,10018000,1708329,3470615395
201409,10018000,1748557,3536404962
201410,10018000,1744288,3942540105
201411,10018000,1628929,3552701263
201412,10018000,2086482,4743281504
201501,10018000,1695952,3553496339
201502,10018000,1623190,3555617206
201503,10018000,1728786,3448894823
201504,10018000,1652737,3464913331
201505,10018000,1681575,3548995357
201506,10018000,1858554,3726210485
201507,10018000,1824817,3607878953
201508,10018000,1871732,3554155043
201509,10018000,1716296,3285885950
201510,10018000,1786904,3956256894
201511,10018000,1806810,3736765387
201512,10018000,2024012,4558514448
201601,10018000,1100171,2763648741
201602,10018000,1002642,2446561061
201603,10018000,1051155,2433079094
201604,10018000,1007007,2477332719
201605,10018000,1128692,2677544660
201606,10018000,1104168,2530456118
201607,10018000,1114135,2465490293
201608,10018000,1203235,2648760680
201609,10018000,1042724,2376604967
201610,10018000,1182150,3009532094
201611,10018000,1091901,2616865999
201612,10018000,1361132,3663889813
201701,10018000,1138192,2865886750
201702,10018000,960126,2188462815
201703,10018000,1128248,2557366492
201704,10018000,1047328,2474809651
201705,10018000,1216551,2895434159
201706,10018000,1129592,2572603330
201707,10018000,1241586,2724873892
201708,10018000,1217317,2672153774
201709,10018000,1126957,2519828633
201710,10018000,1255988,3144645372
201711,10018000,1196570,2947429046
201712,10018000,1417391,3654485763
201801,10018000,1246495,2873518001
201802,10018000,1179275,2784181441
201803,10018000,1154522,2652244219
201804,10018000,1167438,2641491228
201805,10018000,1295593,2944306831
201806,10018000,1263458,2666051990
201807,10018000,1393641,2885857786
201808,10018000,1349698,2793815063
201809,10018000,1219351,2636287166
201810,10018000,1381811,3317586746
201811,10018000,1305281,3139874394
201812,10018000,1511829,3609736166
201901,10018000,1438452,3326431122
201902,10018000,1163754,2455224418
201903,10018000,1251225,2642298344
201904,10018000,1334418,2890490660
201905,10018000,1409608,3100013598
201906,10018000,1394760,2844334579
201907,10018000,1622239,3225037863
201908,10018000,1561089,3034460302
201909,10018000,1433934,2803213753
201910,10018000,1482962,3340879401
201911,10018000,1468316,3325544574
201912,10018000,1761320,3840553322
202001,10018000,1534827,3195854935
202002,10018000,1210282,2136913209
202003,10018000,1331993,2315809197
202004,10018000,1192538,2078912962
202005,10018000,1435171,2575650447
202006,10018000,1554834,2675619718
202007,10018000,1567969,2687576754
202008,10018000,1600459,2703135130
202009,10018000,1459129,2413750139
202010,10018000,1534318,3056159781
202011,10018000,1668049,3580778864
202012,10018000,1775059,3509061679
202101,10018000,1564406,2950211125
202102,10018000,1456582,2753499271
202103,10018000,1559635,2728509455
202104,10018000,1515310,2833840604
202105,10018000,1277601,2431079915
202106,10018000,900437,1447770110
202107,10018000,1102700,1906802001
202108,10018000,1479771,2649482507
202109,10018000,1433872,2456798044
202110,10018000,1593930,3118937602
202111,10018000,1529607,2799148406
202112,10018000,1868298,4255566230
202201,10018000,1413778,2814363356
202202,10018000,1252481,2315443250
202203,10018000,1508580,2637772527
202204,10018000,1324820,2480660028
202205,10018000,1374177,2356276138
202206,10018000,1492339,2424920528
202207,10018000,1711566,2867130063
202208,10018000,1721492,3000104801
202209,10018000,1557588,2689538395
202210,10018000,1727352,3330109054
202211,10018000,1588288,2870747095
202212,10018000,2065633,4709331742
202301,10018000,1826733,3507444088
202302,10018000,1481871,2725952518
202303,10018000,1705853,3019104048
202304,10018000,1647321,3078898022
202305,10018000,1799403,3393058408
202306,10018000,1762203,3102384477
202307,10018000,1913501,3393480639
