年月,地區,信用卡處理中心處理筆數,信用卡處理中心處理金額[新台幣]
201401,10008000,415760,995467637
201402,10008000,445880,1010246217
201403,10008000,427788,968446847
201404,10008000,405381,1010373802
201405,10008000,396023,998545542
201406,10008000,432358,1032875390
201407,10008000,470318,1130115195
201408,10008000,454703,1090091648
201409,10008000,454337,1045569992
201410,10008000,440636,1048406316
201411,10008000,401432,1030611847
201412,10008000,465258,1165729532
201501,10008000,442541,1062200075
201502,10008000,468881,1153435065
201503,10008000,432130,984530960
201504,10008000,413311,978039103
201505,10008000,394703,975685461
201506,10008000,456493,1024787354
201507,10008000,463952,1044382605
201508,10008000,460805,1040185639
201509,10008000,432878,939142196
201510,10008000,433010,1045133709
201511,10008000,469054,1168824510
201512,10008000,450327,1092297631
201601,10008000,347354,999757468
201602,10008000,350069,1012817500
201603,10008000,340220,938997890
201604,10008000,324049,909726372
201605,10008000,353312,980162458
201606,10008000,336180,890353912
201607,10008000,350129,922700548
201608,10008000,399680,1025291466
201609,10008000,301708,769015541
201610,10008000,332282,900561308
201611,10008000,321743,960322591
201612,10008000,324625,966596435
201701,10008000,338939,998459770
201702,10008000,310758,843274649
201703,10008000,351287,905444354
201704,10008000,300153,827854531
201705,10008000,358647,954286871
201706,10008000,280177,783111846
201707,10008000,356454,960040004
201708,10008000,376707,1015967658
201709,10008000,313449,833784319
201710,10008000,363421,995466604
201711,10008000,326560,943696820
201712,10008000,329856,942630684
201801,10008000,363532,987834624
201802,10008000,355919,969348831
201803,10008000,324660,866744352
201804,10008000,355506,951701744
201805,10008000,343799,922460136
201806,10008000,312933,813988282
201807,10008000,379952,968324484
201808,10008000,367231,940351044
201809,10008000,316723,786333018
201810,10008000,371169,939876584
201811,10008000,335830,909101291
201812,10008000,326951,873333517
201901,10008000,418856,1092494002
201902,10008000,351823,889787758
201903,10008000,338045,856330368
201904,10008000,375966,948668978
201905,10008000,335316,872884234
201906,10008000,330599,805797072
201907,10008000,424145,1015436162
201908,10008000,370981,907391305
201909,10008000,388072,863492244
201910,10008000,396960,911910151
201911,10008000,364820,926609029
201912,10008000,404794,954744276
202001,10008000,433589,1030397945
202002,10008000,336084,681127619
202003,10008000,390090,694212373
202004,10008000,330490,594389756
202005,10008000,342956,662239050
202006,10008000,446274,905212231
202007,10008000,433602,978958241
202008,10008000,444132,990427807
202009,10008000,376912,831605774
202010,10008000,427047,917495987
202011,10008000,421976,989721643
202012,10008000,411185,933098936
202101,10008000,422083,959761987
202102,10008000,458479,1002046997
202103,10008000,458148,954164940
202104,10008000,409248,868940864
202105,10008000,357503,708039142
202106,10008000,226352,397931425
202107,10008000,286736,563817632
202108,10008000,400048,870232539
202109,10008000,406104,849762836
202110,10008000,430318,969625591
202111,10008000,443874,1071769660
202112,10008000,435526,1014440518
202201,10008000,452806,1063345384
202202,10008000,441097,1002401376
202203,10008000,457957,1019027686
202204,10008000,419825,902313674
202205,10008000,375575,761301276
202206,10008000,408652,837145488
202207,10008000,522678,1161273978
202208,10008000,560538,1232777045
202209,10008000,461602,1002371504
202210,10008000,504340,1101956382
202211,10008000,470609,1096262800
202212,10008000,507209,1188685035
202301,10008000,594023,1352554719
202302,10008000,444147,999827226
202303,10008000,508956,1055614830
202304,10008000,481179,1037358108
202305,10008000,480180,1013397395
202306,10008000,473163,1027815685
202307,10008000,524117,1136668003
