年月,地區,信用卡處理中心處理筆數,信用卡處理中心處理金額[新台幣]
201401,10007000,1062126,2250168262
201402,10007000,1034770,1977696105
201403,10007000,1095597,2022485604
201404,10007000,1043026,1979261279
201405,10007000,1064756,2068577961
201406,10007000,1125859,2127364022
201407,10007000,1170784,2251916718
201408,10007000,1113458,2102338899
201409,10007000,1162992,2212242179
201410,10007000,1112213,2066087366
201411,10007000,1022295,1894751964
201412,10007000,1233362,2244534136
201501,10007000,1114778,2163288116
201502,10007000,1094442,2140020023
201503,10007000,1124455,2017388635
201504,10007000,1079618,1999706391
201505,10007000,1084201,2036392922
201506,10007000,1205045,2174031767
201507,10007000,1179427,2143521587
201508,10007000,1210242,2144951069
201509,10007000,1143174,2029715081
201510,10007000,1127491,2080165890
201511,10007000,1174358,2091734738
201512,10007000,1198038,2161300785
201601,10007000,808809,1872709621
201602,10007000,760960,1744814418
201603,10007000,795560,1644967947
201604,10007000,752070,1624179522
201605,10007000,840912,1819386644
201606,10007000,798454,1690925963
201607,10007000,808135,1724257956
201608,10007000,907896,1946596698
201609,10007000,730072,1653335226
201610,10007000,768599,1718502131
201611,10007000,727834,1668234368
201612,10007000,759935,1802497308
201701,10007000,763650,1922671707
201702,10007000,657140,1530926233
201703,10007000,813349,1802210283
201704,10007000,685899,1715322827
201705,10007000,810715,1835955477
201706,10007000,707211,1656271978
201707,10007000,793502,1811805970
201708,10007000,798473,1855000452
201709,10007000,749067,1795134916
201710,10007000,792778,1751486840
201711,10007000,739706,1748136616
201712,10007000,778353,1825100766
201801,10007000,843854,1991369801
201802,10007000,784943,1840628521
201803,10007000,766684,1746968276
201804,10007000,800551,1742180178
201805,10007000,834050,1882343293
201806,10007000,771100,1657677667
201807,10007000,876395,1825060911
201808,10007000,854438,1855746422
201809,10007000,782900,1732625638
201810,10007000,874571,1863980782
201811,10007000,787777,1673387589
201812,10007000,789935,1701655435
201901,10007000,953384,2125838889
201902,10007000,761595,1627447388
201903,10007000,778805,1639123138
201904,10007000,884996,1851448354
201905,10007000,841596,1808419476
201906,10007000,803953,1663476052
201907,10007000,961444,1945599560
201908,10007000,893416,1844107212
201909,10007000,899483,1852359753
201910,10007000,867877,1728888006
201911,10007000,814462,1675180196
201912,10007000,934101,1841394514
202001,10007000,988204,1993881937
202002,10007000,744267,1354454680
202003,10007000,893495,1436710901
202004,10007000,795709,1286426538
202005,10007000,841765,1429506390
202006,10007000,958205,1569918065
202007,10007000,907974,1585759030
202008,10007000,935647,1649648503
202009,10007000,850386,1514864899
202010,10007000,883764,1535623136
202011,10007000,897536,1622375931
202012,10007000,914902,1685773258
202101,10007000,924525,1770112010
202102,10007000,907106,1726211389
202103,10007000,952060,1650862275
202104,10007000,893233,1600771056
202105,10007000,890350,1563541329
202106,10007000,690832,1092999564
202107,10007000,783249,1357210230
202108,10007000,934937,1646774223
202109,10007000,922014,1639015610
202110,10007000,920667,1646174601
202111,10007000,948107,1672059320
202112,10007000,939824,1692734931
202201,10007000,986920,1939016042
202202,10007000,856913,1538921157
202203,10007000,981895,1709265207
202204,10007000,920065,1625350132
202205,10007000,943267,1584314777
202206,10007000,938619,1514546114
202207,10007000,1045853,1766417280
202208,10007000,1104187,1857925292
202209,10007000,993518,1726238701
202210,10007000,1023414,1763880340
202211,10007000,957808,1681234965
202212,10007000,1068116,1981031503
202301,10007000,1178744,2152282663
202302,10007000,854518,1563065620
202303,10007000,1067471,1834417138
202304,10007000,1008840,1797960621
202305,10007000,1090623,1931960134
202306,10007000,1052193,1793044532
202307,10007000,1118916,1919964929
