年月,地區,信用卡處理中心處理筆數,信用卡處理中心處理金額[新台幣]
201401,63000000,18971258,60675073311
201402,63000000,18000984,57003359304
201403,63000000,19513408,56205660328
201404,63000000,18674856,56361967314
201405,63000000,19632643,62232526154
201406,63000000,20637493,100706882579
201407,63000000,20799830,61237306199
201408,63000000,19896671,59765810477
201409,63000000,20621024,64477201696
201410,63000000,20931206,66398770241
201411,63000000,19669413,61960810516
201412,63000000,23198222,72835285896
201501,63000000,20509335,63228436695
201502,63000000,19125212,62727842458
201503,63000000,21882202,64264036849
201504,63000000,20091070,59700408407
201505,63000000,20628711,64587741117
201506,63000000,23069962,119169469705
201507,63000000,21829654,62908896094
201508,63000000,22117353,65147378506
201509,63000000,21224039,63592395330
201510,63000000,22253719,68867590275
201511,63000000,22645289,68420017681
201512,63000000,23626305,71421910972
201601,63000000,23334134,67324733104
201602,63000000,20762645,60753568992
201603,63000000,24994917,66843441430
201604,63000000,22280788,60229487297
201605,63000000,25235816,71490894648
201606,63000000,24562870,129266360104
201607,63000000,23163944,61600039768
201608,63000000,26016446,71984095493
201609,63000000,22776340,64828902999
201610,63000000,24628940,67899184004
201611,63000000,25054040,70470432919
201612,63000000,25463865,73698982483
201701,63000000,23703233,69518982501
201702,63000000,21970824,62424034292
201703,63000000,27471717,71475462296
201704,63000000,22950831,59940476515
201705,63000000,27249811,74481202188
201706,63000000,26691156,143784724529
201707,63000000,26340126,66915288360
201708,63000000,27249480,73290571170
201709,63000000,26046954,73860275804
201710,63000000,27183209,71827748672
201711,63000000,28033347,78900239864
201712,63000000,28209091,79845909072
201801,63000000,29794002,80796720754
201802,63000000,24944522,69248131584
201803,63000000,29063434,77473461216
201804,63000000,26999085,68206187289
201805,63000000,29864713,82567662712
201806,63000000,28830218,153785683389
201807,63000000,30889883,78566573047
201808,63000000,30340270,81347992729
201809,63000000,27542630,75549712800
201810,63000000,32235782,85110142506
201811,63000000,31636916,83911932143
201812,63000000,30757266,85170616732
201901,63000000,35110787,97038222330
201902,63000000,26889237,72027488505
201903,63000000,31155932,78891111598
201904,63000000,33193293,82695482305
201905,63000000,34477706,92075851711
201906,63000000,33517294,169224156679
201907,63000000,38810462,91357501199
201908,63000000,36429346,87067564075
201909,63000000,37705508,89787979396
201910,63000000,38847006,91655160879
201911,63000000,38191467,91209546751
201912,63000000,43368766,105232318561
202001,63000000,39323829,92125114030
202002,63000000,33629955,70333969092
202003,63000000,42613412,73118418909
202004,63000000,41614726,63808483954
202005,63000000,41019671,75274318626
202006,63000000,45034807,83164495996
202007,63000000,45907050,179987478025
202008,63000000,44713800,80172268706
202009,63000000,44181108,83008367752
202010,63000000,45146299,79849157072
202011,63000000,49647114,94738365933
202012,63000000,50202703,101035530071
202101,63000000,46772597,86227306364
202102,63000000,43236332,80933005997
202103,63000000,54079412,88029289839
202104,63000000,49844672,79480381478
202105,63000000,54282730,85077008606
202106,63000000,48235328,78613650048
202107,63000000,53556948,182167982938
202108,63000000,60865084,86578276268
202109,63000000,59170085,90484956401
202110,63000000,62366841,90652292801
202111,63000000,67204209,103014038889
202112,63000000,66326211,108970693954
202201,63000000,65617026,99409725927
202202,63000000,57292536,84648868357
202203,63000000,70697425,95878659238
202204,63000000,64027092,85035733893
202205,63000000,66621665,92672787816
202206,63000000,67882958,97116616137
202207,63000000,70077718,229081166918
202208,63000000,74739281,104597336186
202209,63000000,71356490,104331285827
202210,63000000,74302840,107542489687
202211,63000000,74869575,113533382159
202212,63000000,78410600,124655372633
202301,63000000,75003564,111669987851
202302,63000000,64884855,101659757459
202303,63000000,81163886,115760874284
202304,63000000,71996533,102326048501
202305,63000000,81410459,121886457675
202306,63000000,79022286,308565004170
202307,63000000,81324253,112348105539
