年月,地區,信用卡處理中心處理筆數,信用卡處理中心處理金額[新台幣]
201401,10005000,499302,1048122072
201402,10005000,494023,919661869
201403,10005000,510354,930239727
201404,10005000,487784,928865404
201405,10005000,489803,931361164
201406,10005000,498117,936621546
201407,10005000,512102,987156493
201408,10005000,485952,940143939
201409,10005000,514389,1013118031
201410,10005000,489770,929781187
201411,10005000,447834,890616697
201412,10005000,543591,976260373
201501,10005000,508001,905543256
201502,10005000,514363,924297331
201503,10005000,513398,878628185
201504,10005000,484387,868777699
201505,10005000,480432,885126542
201506,10005000,592977,1028684586
201507,10005000,560887,974456250
201508,10005000,567932,931777587
201509,10005000,532956,852306858
201510,10005000,529363,934830226
201511,10005000,565116,1005513002
201512,10005000,571053,966353227
201601,10005000,404094,878375559
201602,10005000,383646,813123077
201603,10005000,390195,781191150
201604,10005000,368806,758321660
201605,10005000,418450,862886478
201606,10005000,397660,800628898
201607,10005000,401156,806594782
201608,10005000,451676,884679306
201609,10005000,368147,735161545
201610,10005000,402496,819045280
201611,10005000,379615,828338143
201612,10005000,386243,825156195
201701,10005000,421534,950976843
201702,10005000,341248,693274806
201703,10005000,408531,827188111
201704,10005000,350961,745468023
201705,10005000,432487,887233881
201706,10005000,358265,741391183
201707,10005000,417735,851351927
201708,10005000,424264,847454992
201709,10005000,372289,766013433
201710,10005000,418193,865491062
201711,10005000,379323,831752879
201712,10005000,393911,818971085
201801,10005000,453455,950100439
201802,10005000,443354,919120606
201803,10005000,402339,825396637
201804,10005000,433335,872911251
201805,10005000,435044,908145901
201806,10005000,408749,798415932
201807,10005000,487549,941101113
201808,10005000,464964,895150827
201809,10005000,409006,799770425
201810,10005000,466014,921849091
201811,10005000,423893,844212524
201812,10005000,439839,850747323
201901,10005000,556586,1139268280
201902,10005000,441568,832741214
201903,10005000,442204,860033636
201904,10005000,491243,950858350
201905,10005000,460987,918600334
201906,10005000,439367,836390434
201907,10005000,538801,1039409984
201908,10005000,489408,908148847
201909,10005000,491665,930857905
201910,10005000,490678,935544986
201911,10005000,465305,912719557
201912,10005000,543767,995833195
202001,10005000,588142,1121298629
202002,10005000,425953,717997789
202003,10005000,503075,800100551
202004,10005000,430556,689136951
202005,10005000,465134,770668347
202006,10005000,546964,900574842
202007,10005000,528665,904339155
202008,10005000,559681,928117958
202009,10005000,488005,820580045
202010,10005000,529457,909530736
202011,10005000,542125,996024290
202012,10005000,559252,995686650
202101,10005000,565079,1044908964
202102,10005000,560854,990256207
202103,10005000,558224,966287865
202104,10005000,537723,944969984
202105,10005000,483671,857463008
202106,10005000,315673,515348042
202107,10005000,390436,687021349
202108,10005000,536419,908846369
202109,10005000,524515,886370180
202110,10005000,548740,995793585
202111,10005000,559756,1020725877
202112,10005000,576211,1018836231
202201,10005000,606207,1167945296
202202,10005000,503753,881659060
202203,10005000,563369,989738927
202204,10005000,521568,941445725
202205,10005000,506071,858264990
202206,10005000,525986,877088104
202207,10005000,616672,1064334606
202208,10005000,640809,1089242607
202209,10005000,555306,974313727
202210,10005000,601327,1073307300
202211,10005000,571837,1049247778
202212,10005000,653315,1174759920
202301,10005000,753012,1337925747
202302,10005000,533238,942390829
202303,10005000,628100,1088285019
202304,10005000,612961,1087485072
202305,10005000,642722,1117175544
202306,10005000,629209,1068847220
202307,10005000,668516,1157990726
