年月,地區,信用卡處理中心處理筆數,信用卡處理中心處理金額[新台幣]
201401,66000000,4435005,13219531755
201402,66000000,4224971,11364844444
201403,66000000,4476689,11907383296
201404,66000000,4297454,11734715843
201405,66000000,4377013,11755647497
201406,66000000,4611102,12050296046
201407,66000000,4851235,12595385238
201408,66000000,4645797,12110387877
201409,66000000,4847692,13658199070
201410,66000000,4816576,13414786879
201411,66000000,4200810,11137292116
201412,66000000,5164090,14155430203
201501,66000000,4567876,12867860237
201502,66000000,4502081,12976731294
201503,66000000,4681325,13049392572
201504,66000000,4487020,12476716602
201505,66000000,4473143,12282493410
201506,66000000,5023814,12917976067
201507,66000000,5017584,12928362301
201508,66000000,5139541,12837628510
201509,66000000,4873088,13370451326
201510,66000000,4988580,14187541117
201511,66000000,4918793,12889420086
201512,66000000,5070557,13371590210
201601,66000000,4536734,13565228154
201602,66000000,4223583,12398336882
201603,66000000,4598189,13149639830
201604,66000000,4281865,12193543851
201605,66000000,4756071,13207035860
201606,66000000,4549589,12282174360
201607,66000000,4715287,12700427694
201608,66000000,5227678,13682314873
201609,66000000,4525726,13352772961
201610,66000000,4928055,13957734592
201611,66000000,4487191,12302507637
201612,66000000,4728548,13176315785
201701,66000000,4889865,14600296307
201702,66000000,4162570,11702958682
201703,66000000,5099594,13830680741
201704,66000000,4418986,12214285974
201705,66000000,5240819,13911640371
201706,66000000,4660221,12377495881
201707,66000000,5287281,13745137014
201708,66000000,5264090,13888221116
201709,66000000,4942196,14256097830
201710,66000000,5358763,14795851198
201711,66000000,4850133,13321817218
201712,66000000,5076091,13805035333
201801,66000000,5507220,15162735759
201802,66000000,5032864,14222064319
201803,66000000,5101576,14091168970
201804,66000000,5189753,13658642375
201805,66000000,5402990,14475787857
201806,66000000,5144737,13022222742
201807,66000000,6029189,14929583831
201808,66000000,5797821,14798021801
201809,66000000,5285968,14291925919
201810,66000000,6163581,16602519091
201811,66000000,5377069,13737503058
201812,66000000,5870432,14818382243
201901,66000000,7102450,18453409358
201902,66000000,5526607,14180394157
201903,66000000,5879236,14542756105
201904,66000000,6511559,15844833119
201905,66000000,6194250,15410347490
201906,66000000,5812787,13971296465
201907,66000000,7314222,17208461142
201908,66000000,6506582,15735688189
201909,66000000,6622065,17034733637
201910,66000000,6738872,16800757676
201911,66000000,6070813,14496439634
201912,66000000,7145566,16566020803
202001,66000000,7084789,17223041186
202002,66000000,5523512,12562912736
202003,66000000,6485462,13343161436
202004,66000000,5585291,11310728147
202005,66000000,5969572,12467896818
202006,66000000,7101614,14276921074
202007,66000000,7155958,15384933173
202008,66000000,7115750,15191878713
202009,66000000,6784546,15759964487
202010,66000000,6772049,15489427296
202011,66000000,6956766,15033883154
202012,66000000,7276397,16047334763
202101,66000000,6866175,15953668880
202102,66000000,6760018,15958430159
202103,66000000,7407925,16351880999
202104,66000000,6713802,14953587045
202105,66000000,5917184,12764618232
202106,66000000,3925269,7910094591
202107,66000000,4927883,10977468385
202108,66000000,6738900,14408274796
202109,66000000,6491310,15167464273
202110,66000000,7173832,17024789663
202111,66000000,6918146,15390066995
202112,66000000,7260597,16262380665
202201,66000000,7316244,17580585969
202202,66000000,6384062,14986018841
202203,66000000,7477062,16455579211
202204,66000000,6364014,14389857795
202205,66000000,6375615,13154795623
202206,66000000,6508691,13053283543
202207,66000000,7863095,16767915817
202208,66000000,8145093,17771627352
202209,66000000,7283283,16924241929
202210,66000000,7793553,18696868438
202211,66000000,7313289,16364857994
202212,66000000,8033893,18540025974
202301,66000000,8756276,20704021979
202302,66000000,6648556,15901833606
202303,66000000,8136262,18243729934
202304,66000000,7664446,17551808563
202305,66000000,8451754,18702467283
202306,66000000,8076821,17391906803
202307,66000000,8938940,19390873552
