年月,地區,信用卡處理中心處理筆數,信用卡處理中心處理金額[新台幣]
201401,67000000,2052525,5070732532
201402,67000000,2016687,4578929138
201403,67000000,2062282,4472810233
201404,67000000,1981127,4590290992
201405,67000000,2065982,4699121009
201406,67000000,2175777,4811517801
201407,67000000,2224998,4894956786
201408,67000000,2156551,4755153656
201409,67000000,2212526,4812869554
201410,67000000,2190690,4893503940
201411,67000000,2088050,5323293160
201412,67000000,2368968,5175186567
201501,67000000,2259071,5230617551
201502,67000000,2246001,5227153969
201503,67000000,2256387,4876726170
201504,67000000,2154426,4797114565
201505,67000000,2160184,4729101193
201506,67000000,2422542,5160477118
201507,67000000,2358168,4935025127
201508,67000000,2405683,4969104715
201509,67000000,2214530,4492549920
201510,67000000,2250063,4810446087
201511,67000000,2448742,5913401714
201512,67000000,2342755,4879003807
201601,67000000,1917234,4886702989
201602,67000000,1793814,4509252255
201603,67000000,1882645,4386526053
201604,67000000,1792235,4355450373
201605,67000000,2004027,4716334495
201606,67000000,1940451,4509336619
201607,67000000,1939109,4595178089
201608,67000000,2166258,5006066569
201609,67000000,1781179,4240283013
201610,67000000,1973499,4771418816
201611,67000000,1935415,5457537024
201612,67000000,1892646,4638428555
201701,67000000,1927666,5173363156
201702,67000000,1713564,4320777127
201703,67000000,2037283,4840399512
201704,67000000,1764999,4358692013
201705,67000000,2132742,5054976611
201706,67000000,1896709,4561607225
201707,67000000,2075474,4901894072
201708,67000000,2114784,5020562221
201709,67000000,1934231,4735307793
201710,67000000,2149149,5151476998
201711,67000000,2096835,6129118381
201712,67000000,2040048,4924312203
201801,67000000,2226875,5473129010
201802,67000000,2104376,5294796107
201803,67000000,2048636,5050180335
201804,67000000,2146054,5150306363
201805,67000000,2201481,5379435414
201806,67000000,2080319,4837066770
201807,67000000,2381684,5495163272
201808,67000000,2292725,5330085311
201809,67000000,2106543,4923304725
201810,67000000,2399982,5666286654
201811,67000000,2284997,6115375910
201812,67000000,2167874,4995995339
201901,67000000,2593493,6471484479
201902,67000000,2130939,5128855321
201903,67000000,2206232,5135911846
201904,67000000,2428859,5690295064
201905,67000000,2376505,5519483725
201906,67000000,2279865,5115902410
201907,67000000,2652053,5922967616
201908,67000000,2483388,5564992980
201909,67000000,2495696,5501325958
201910,67000000,2529615,5882184267
201911,67000000,2507911,6768008991
201912,67000000,2697603,5940179185
202001,67000000,2784198,6397071630
202002,67000000,2145880,4566593058
202003,67000000,2484556,4674668732
202004,67000000,2180485,4086747958
202005,67000000,2490928,4596841913
202006,67000000,2962911,5332889378
202007,67000000,2854299,5488597964
202008,67000000,2918650,5417665404
202009,67000000,2646709,4919536706
202010,67000000,2864516,6277967769
202011,67000000,2905400,5787331438
202012,67000000,2918899,5652913030
202101,67000000,2887614,5927587833
202102,67000000,2866888,5954617372
202103,67000000,3037164,5778971558
202104,67000000,2848234,5558247811
202105,67000000,2639871,4935900472
202106,67000000,1875558,3270537034
202107,67000000,2205287,4158973580
202108,67000000,2795496,5342535793
202109,67000000,2730648,5081886356
202110,67000000,2854409,5647767146
202111,67000000,3058868,6928900244
202112,67000000,3080858,5967428055
202201,67000000,3108573,6632452681
202202,67000000,2844936,5753857851
202203,67000000,3390704,6364040514
202204,67000000,2957418,5681919296
202205,67000000,2952494,5270502736
202206,67000000,3048293,5350628679
202207,67000000,3433806,6508866135
202208,67000000,3655821,6956831104
202209,67000000,3273836,6256626742
202210,67000000,3435867,6756066637
202211,67000000,3365779,7776248447
202212,67000000,3582688,7129090516
202301,67000000,3951951,8216262883
202302,67000000,2941901,6261646822
202303,67000000,3618483,7017859408
202304,67000000,3391746,6920154476
202305,67000000,3677073,7233567775
202306,67000000,3533500,6774448741
202307,67000000,3728759,7203979054
