年月,地區,信用卡處理中心處理筆數,信用卡處理中心處理金額[新台幣]
201401,10014000,177763,912532399
201402,10014000,200960,1210743171
201403,10014000,201546,1363391749
201404,10014000,196221,1408236166
201405,10014000,192571,1161278505
201406,10014000,207715,1025738753
201407,10014000,237980,1014418737
201408,10014000,229399,976163056
201409,10014000,211472,1021295200
201410,10014000,202977,1149858379
201411,10014000,183320,1206036964
201412,10014000,206038,1181934796
201501,10014000,201513,1108093940
201502,10014000,224615,1255765938
201503,10014000,194061,1094811112
201504,10014000,198712,1126823260
201505,10014000,190323,1120304801
201506,10014000,217165,1015890616
201507,10014000,235504,978763798
201508,10014000,232143,965395511
201509,10014000,199992,904175411
201510,10014000,202331,1079743878
201511,10014000,212497,1272919955
201512,10014000,206130,1207926256
201601,10014000,172072,1039500495
201602,10014000,185953,1257619841
201603,10014000,175226,1330255844
201604,10014000,171234,1183853222
201605,10014000,174492,1084520917
201606,10014000,166188,731549164
201607,10014000,171554,690145336
201608,10014000,195043,715107885
201609,10014000,138592,507734304
201610,10014000,146494,628385015
201611,10014000,151396,719694177
201612,10014000,158884,788126390
201701,10014000,165929,771301272
201702,10014000,162149,796914533
201703,10014000,171285,785854543
201704,10014000,155431,686679907
201705,10014000,180240,736622847
201706,10014000,151466,590606763
201707,10014000,196709,683059812
201708,10014000,199179,738771731
201709,10014000,159180,618825566
201710,10014000,180015,757151831
201711,10014000,164651,853062053
201712,10014000,168313,885073679
201801,10014000,184095,820612593
201802,10014000,181964,804660592
201803,10014000,155121,688179499
201804,10014000,187060,822118462
201805,10014000,168964,710910117
201806,10014000,157220,536957144
201807,10014000,229107,684655597
201808,10014000,223244,693225133
201809,10014000,155963,485180126
201810,10014000,179440,667477938
201811,10014000,167333,663051841
201812,10014000,176167,673491528
201901,10014000,219475,808635712
201902,10014000,189480,779165436
201903,10014000,182395,837900140
201904,10014000,203083,973628651
201905,10014000,181314,885871457
201906,10014000,179225,680424876
201907,10014000,262042,807229776
201908,10014000,219359,693915459
201909,10014000,188993,471004001
201910,10014000,193843,494445782
201911,10014000,170856,476738827
201912,10014000,194444,533029774
202001,10014000,229073,631378672
202002,10014000,182033,383950642
202003,10014000,194752,376182912
202004,10014000,172989,331890989
202005,10014000,178337,360517424
202006,10014000,256806,572015957
202007,10014000,291306,701261280
202008,10014000,298459,698807467
202009,10014000,224616,533336872
202010,10014000,238807,576014414
202011,10014000,215448,554041358
202012,10014000,212202,508208485
202101,10014000,227568,527202447
202102,10014000,252760,605907170
202103,10014000,225352,508745746
202104,10014000,228243,542001522
202105,10014000,185849,380216813
202106,10014000,112812,177663903
202107,10014000,143009,268442568
202108,10014000,227841,462264596
202109,10014000,222660,460033403
202110,10014000,229045,540235431
202111,10014000,229527,567853883
202112,10014000,220574,532454162
202201,10014000,235417,572392200
202202,10014000,222036,516763932
202203,10014000,220206,492496305
202204,10014000,215055,486692418
202205,10014000,197076,371569606
202206,10014000,234971,486717086
202207,10014000,345673,827564026
202208,10014000,342135,780068414
202209,10014000,234964,538732743
202210,10014000,234169,550082565
202211,10014000,214090,498146965
202212,10014000,234967,544595364
202301,10014000,300974,735240251
202302,10014000,209505,478682794
202303,10014000,235248,493404084
202304,10014000,262172,582332107
202305,10014000,234806,513467982
202306,10014000,251356,553313294
202307,10014000,298762,657685051
